customer_id,first_name,last_name,email,signup_date,country,customer_segment,lifetime_value
1829,Trevor,Gonzalez,dhughes@example.com,2022-09-07,Svalbard & Jan Mayen Islands,VIP,3902.04
5092,Anthony,Sullivan,lynnshea@example.net,2023-07-13,Australia,Premium,2252.25
5654,Christopher,Steele,corey38@example.com,2024-03-04,Micronesia,Premium,5363.22
2438,Crystal,Paul,justin98@example.com,2023-06-19,Greenland,VIP,6105.04
7495,Nicole,Marshall,lopezwendy@example.org,2022-07-29,Jersey,VIP,8456.03
3070,Kevin,Charles,kennetharnold@example.net,2024-02-13,Western Sahara,Premium,6331.21
5117,Leslie,Hunt,madelinelee@example.net,2024-12-10,Nauru,Regular,8123.14
6100,Sarah,Morales,garnold@example.org,2023-09-12,Lebanon,Regular,5187.78
2168,Ann,Brown,obrienhunter@example.org,2023-01-19,Belgium,Premium,5268.7
3277,Jose,Roberts,rebeccazimmerman@example.net,2022-11-09,Bhutan,Regular,3508.53
7001,Joshua,Jarvis,kevinshelton@example.org,2023-11-17,Wallis and Futuna,VIP,2881.83
6330,Michael,Sweeney,emily96@example.com,2024-07-31,Antarctica (the territory South of 60 deg S),VIP,1184.6
6293,Debra,Ford,kristenmalone@example.org,2024-01-20,Micronesia,VIP,9832.66
9603,Ryan,Mitchell,wilsonwilliam@example.net,2023-08-24,Iraq,Premium,2131.13
4777,Victoria,Phillips,rreyes@example.com,2022-11-29,Dominican Republic,VIP,9504.35
8833,Katherine,Kline,qmoore@example.net,2023-04-27,Saint Martin,Premium,7361.38
9639,Katie,Montoya,matthew49@example.org,2022-05-07,Vietnam,Regular,7874.84
5081,Brandon,Lang,nolancynthia@example.org,2023-04-27,Equatorial Guinea,Regular,3369.34
8537,Pamela,Liu,brittanymason@example.com,2023-06-17,Taiwan,VIP,4679.66
1313,Emily,Gomez,lisa13@example.org,2023-12-23,Sao Tome and Principe,Regular,3263.7
7572,Gabriel,Smith,alvarezcassandra@example.com,2024-02-03,Nicaragua,Premium,1247.28
2619,Mercedes,Bradford,rsanchez@example.org,2022-12-04,Northern Mariana Islands,Regular,4938.44
4724,Jamie,Thomas,scottandrea@example.net,2022-12-27,Jersey,VIP,105.02
2571,Mark,Lewis,xgarner@example.com,2022-06-24,Maldives,VIP,8570.37
6988,Robert,Ross,melissaprice@example.com,2023-07-22,Isle of Man,Regular,9537.3
2968,Daniel,Jackson,santosjohn@example.org,2022-10-25,Cook Islands,Regular,9177.03
5465,Haley,Ortiz,hbrown@example.org,2023-08-18,Norfolk Island,VIP,7937.19
2652,Joshua,Lawrence,sheri36@example.com,2023-02-28,Turkmenistan,Premium,5514.25
6051,Jessica,Andrade,dtaylor@example.org,2023-01-13,Somalia,Premium,7727.42
6359,Michael,Sanders,goodmanjessica@example.com,2024-07-07,Central African Republic,Premium,3637.31
3805,Michael,Arellano,pamelafreeman@example.com,2024-05-29,Kenya,Regular,1688.83
1823,Peggy,Blackwell,brooksjames@example.org,2025-01-06,Zimbabwe,VIP,1395.96
6779,Charles,Barker,greenmark@example.com,2024-12-23,Peru,Premium,9648.62
6651,Shannon,Dennis,shawn49@example.com,2025-01-25,American Samoa,Premium,3844.78
7093,Laura,Anderson,christopherdalton@example.com,2024-03-28,Niger,VIP,7148.58
3402,Douglas,Bruce,catherinereed@example.org,2023-10-31,Tuvalu,Premium,4376.42
4749,Mario,Rios,staceythompson@example.org,2022-07-14,Nepal,Premium,9203.71
9898,Dylan,Maldonado,victoriaadams@example.com,2023-12-16,Botswana,Regular,3784.34
9307,Kevin,Garcia,jesus09@example.org,2024-04-30,Montserrat,VIP,7324.69
7494,Melissa,Torres,monica30@example.org,2024-03-04,French Guiana,VIP,9502.1
2232,Elizabeth,Walter,barry93@example.com,2024-06-10,Trinidad and Tobago,Premium,9582.79
5716,Jacob,Peterson,xkim@example.com,2022-11-18,Dominican Republic,VIP,745.98
3935,Mary,Higgins,awalters@example.net,2023-10-12,Ireland,VIP,2625.01
9372,Bonnie,Stewart,daviddebra@example.net,2024-07-14,Brunei Darussalam,Premium,9863.76
1840,Carolyn,Scott,helen86@example.com,2024-09-29,Timor-Leste,Premium,3380.78
7966,Kellie,Solis,richardsonzoe@example.com,2024-10-05,Uzbekistan,Regular,2682.51
3078,Amber,Davenport,traceymccarthy@example.org,2024-05-15,Namibia,Premium,7672.76
8668,Kenneth,Rose,jlopez@example.org,2023-07-18,Georgia,VIP,3363.52
9866,Brian,Hawkins,lhernandez@example.net,2023-08-02,Falkland Islands (Malvinas),Premium,4158.38
9186,Daniel,Mercer,eburgess@example.com,2024-11-03,Saint Lucia,Premium,603.5
9150,Julie,Malone,elopez@example.net,2025-03-17,Jordan,Regular,2678.47
6100,James,Gamble,bryantisaac@example.net,2022-05-10,United Arab Emirates,Regular,5001.98
8247,Aaron,Patterson,qwebster@example.net,2024-02-20,Mozambique,VIP,5151.44
1461,Cindy,Clark,nflores@example.org,2024-12-03,Saint Pierre and Miquelon,Regular,8659.12
1692,Alex,Butler,whitakerangela@example.net,2023-07-24,Monaco,Premium,5295.45
4043,Lisa,Villarreal,jasondelgado@example.net,2024-12-05,Rwanda,Premium,8139.51
8122,Valerie,Nguyen,hardinedward@example.com,2025-02-20,Fiji,Premium,6339.92
6268,Jenny,Hughes,jessica32@example.org,2023-02-13,Senegal,VIP,4913.67
2132,Jonathon,Rose,zsullivan@example.org,2023-03-12,Cocos (Keeling) Islands,Regular,6249.96
8719,Laura,Chung,marshalljonathan@example.org,2025-03-05,Estonia,VIP,4708.37
4665,Alex,Shields,andersontimothy@example.com,2025-02-23,Cuba,Premium,9597.19
5916,Michael,Herrera,matthew72@example.com,2023-04-13,Croatia,Regular,6752.64
1492,Tyler,Oconnell,thomaslopez@example.com,2023-07-22,British Indian Ocean Territory (Chagos Archipelago),VIP,1985.32
2680,Aaron,Harris,nnewman@example.net,2024-05-02,Guernsey,Regular,5626.36
5074,David,Mcmahon,oweiss@example.org,2022-07-21,Madagascar,Premium,4776.37
3117,Stephanie,Smith,michaelalopez@example.com,2022-06-04,Martinique,Regular,5643.11
2790,Jeanette,Hodge,etorres@example.org,2024-08-30,Montenegro,Premium,9008.29
5267,Joseph,Johnson,alan28@example.org,2025-01-25,Hungary,Regular,4571.48
6616,Amanda,Friedman,noliver@example.net,2023-04-28,Mali,VIP,8129.08
4494,Thomas,Roth,denniscampbell@example.com,2023-03-05,Germany,Premium,8343.42
9777,Brian,Powers,bmcknight@example.com,2023-12-13,Suriname,Regular,3997.74
2875,Karen,Thompson,hsmith@example.org,2023-08-04,Saint Lucia,Regular,168.46
2299,Ann,Thompson,kevin26@example.com,2023-10-04,Dominica,Premium,9363.73
3934,Christopher,Mcdonald,cwilliams@example.net,2024-05-03,Jersey,Regular,3354.67
4634,William,Marsh,curtiscynthia@example.com,2024-07-10,Micronesia,VIP,1125.0
3402,Kelly,Miller,everettmary@example.net,2022-06-01,Sierra Leone,Regular,1401.69
7731,Peter,Porter,jmeadows@example.org,2023-08-27,Vanuatu,VIP,1574.81
9882,Christopher,Adams,vbradshaw@example.org,2022-05-15,Lesotho,Premium,3169.3
4163,Bonnie,Lucas,jordantiffany@example.net,2023-09-15,Suriname,VIP,2176.77
7754,Christopher,Willis,gomezmichael@example.com,2024-12-14,Russian Federation,Regular,9554.49
9417,Steven,Leon,jonesjesse@example.org,2023-05-07,Netherlands Antilles,Premium,6744.5
2633,Antonio,Schmidt,adamstodd@example.net,2023-03-19,Mauritania,VIP,6359.51
6509,Duane,Vance,ksmith@example.net,2023-06-11,Equatorial Guinea,Premium,3020.46
2206,David,Goodwin,garrettpeter@example.net,2024-10-11,Honduras,Regular,3384.63
6879,Mario,Cannon,erica13@example.com,2024-04-23,Liberia,Regular,1264.9
7375,Sheila,Pratt,jenniferhowell@example.net,2023-07-26,San Marino,Premium,7683.11
8874,Jennifer,Knight,berryrobert@example.net,2022-09-16,Faroe Islands,VIP,724.75
9811,Kristen,Lewis,danielle82@example.com,2023-09-24,Armenia,VIP,2336.54
7834,Kara,Sanchez,erinramirez@example.net,2022-10-10,French Southern Territories,Regular,719.64
2473,Jeffrey,Velasquez,hortonbrian@example.com,2023-05-27,Congo,Premium,8644.16
4774,Stanley,Olson,jesus35@example.com,2022-11-09,Jamaica,Premium,5757.84
3201,Jennifer,Adams,stephen27@example.net,2024-07-28,Reunion,Premium,7602.47
8744,Aaron,Miles,brett93@example.com,2023-06-24,Mauritania,Premium,7484.65
8562,William,Costa,carrie60@example.net,2024-09-15,Nigeria,VIP,8756.53
8532,Amy,Lopez,markwiley@example.net,2024-10-27,French Guiana,Premium,127.75
2455,Peter,Matthews,llarson@example.com,2023-08-05,Chile,Regular,1862.04
1286,Mark,Thornton,alexis26@example.net,2022-12-26,Switzerland,Premium,3279.19
4951,Kristen,Turner,davidcoleman@example.org,2024-01-08,Korea,Premium,8082.03
7325,Suzanne,Taylor,ssantiago@example.net,2022-09-23,Ukraine,VIP,3362.89
4608,James,Ortega,adamthomas@example.com,2023-01-29,Gibraltar,Premium,4191.56
1828,Curtis,Nguyen,amber77@example.net,2024-01-11,Gibraltar,Premium,5088.25
6580,Tammy,Walter,michaelkelly@example.net,2023-01-21,Algeria,Regular,4361.89
2572,Michael,Terrell,marysmith@example.net,2024-03-21,Pakistan,Premium,3007.5
1502,Troy,Mendez,lewisjeffrey@example.org,2024-12-05,Bouvet Island (Bouvetoya),Regular,5162.92
5170,Danielle,Garcia,joshua77@example.com,2023-12-15,Colombia,Regular,8809.55
9330,Kristine,Walker,smithmichael@example.com,2023-09-03,Pitcairn Islands,Premium,8920.79
5891,Eric,Williamson,choivictoria@example.com,2024-07-01,Tonga,Premium,9264.27
3139,Sheila,Mercado,angelaclark@example.net,2024-12-29,Latvia,Premium,8847.3
9238,Nicole,Harris,willie10@example.org,2023-12-23,Ethiopia,VIP,8498.79
8339,Phillip,Scott,tmckee@example.net,2022-07-08,Guyana,VIP,6430.53
1172,Nicole,Gonzalez,fjohnson@example.com,2022-11-14,Chad,Premium,1755.65
1621,Elizabeth,Adams,ryanmoore@example.org,2025-01-02,Moldova,Regular,9182.97
4587,Amanda,Neal,julie71@example.net,2023-07-10,Madagascar,Premium,7094.44
2778,Thomas,Strickland,fzamora@example.com,2023-02-17,French Southern Territories,Premium,5405.84
7059,Sarah,Rivera,ocoleman@example.org,2022-07-17,Hungary,VIP,1343.93
9341,Brenda,Nelson,lauracastillo@example.com,2022-04-18,Suriname,VIP,654.63
5473,David,Brown,ronald13@example.com,2023-12-02,Croatia,VIP,4483.83
7673,Robert,Morgan,robinsonaustin@example.org,2024-05-11,South Georgia and the South Sandwich Islands,VIP,3562.89
4184,Stephanie,Jones,emmadavis@example.com,2022-12-03,Italy,VIP,197.31
5967,Dale,Moore,operry@example.net,2022-08-26,Micronesia,Premium,2908.56
3927,Ernest,Kelley,dsmith@example.org,2024-03-12,Sao Tome and Principe,VIP,114.25
5315,Wesley,Williams,ashley66@example.net,2023-06-25,Palestinian Territory,Regular,5729.45
7947,Cassandra,Russo,diana03@example.org,2023-06-07,Italy,Premium,4046.41
3551,Kristy,Keith,richardgood@example.net,2024-06-11,Bahrain,Regular,3627.9
2556,Elizabeth,Rogers,nbridges@example.com,2024-04-03,South Georgia and the South Sandwich Islands,Premium,2126.54
7913,Roy,Lamb,smithdennis@example.org,2024-02-24,Norway,Premium,8113.2
9573,Justin,Brewer,yjohnson@example.com,2022-10-10,Georgia,Regular,7284.24
4947,Natalie,Martinez,diaztonya@example.com,2022-11-19,Gabon,Premium,8831.61
1111,Lisa,Ferguson,kennethgarza@example.org,2025-03-22,Latvia,Regular,8159.04
6185,Sara,Jordan,mathewsrichard@example.net,2023-04-18,Albania,VIP,8520.6
6044,Jennifer,Lee,diana93@example.net,2022-05-03,Northern Mariana Islands,Regular,7331.28
7797,Dana,Allen,mortonmichael@example.org,2022-03-31,Lesotho,Premium,9945.19
5806,Laurie,Stanley,anthonymitchell@example.net,2023-09-11,Czech Republic,Premium,1062.76
2258,Eric,Hicks,jilljohnson@example.net,2023-06-02,Bermuda,Premium,7005.62
5081,Sheila,Hubbard,michelle84@example.org,2023-04-04,Togo,VIP,4917.69
5931,Brandon,Nelson,pettymichael@example.org,2025-01-18,Nigeria,Regular,9998.32
6609,Brianna,Adams,williamstracy@example.net,2022-08-08,Jamaica,Premium,8653.83
1847,Christina,Bryan,lopezearl@example.org,2022-12-28,Turkmenistan,Regular,4242.4
5475,Lindsay,Shaffer,bbrown@example.com,2022-10-03,Jordan,Premium,5212.05
9844,Martin,Brown,hartandrew@example.com,2022-05-01,Nigeria,VIP,5263.25
2394,Lori,James,jsimpson@example.net,2022-12-28,Guyana,Premium,277.89
5117,Molly,Prince,dawnbennett@example.net,2024-12-12,Indonesia,VIP,1911.2
3859,Crystal,Hawkins,davisgerald@example.net,2024-04-11,Saudi Arabia,VIP,6883.07
5075,Craig,Snyder,kristen90@example.com,2023-03-03,Tuvalu,Premium,7743.99
3278,Christine,Wilson,michael70@example.org,2024-03-22,Cocos (Keeling) Islands,VIP,4425.37
3025,Kayla,Duncan,fosterjason@example.net,2022-07-12,Netherlands,Premium,8369.36
5776,Paula,Santos,lopezamy@example.com,2022-07-02,China,Premium,5351.63
4383,Nathan,Mills,boyderic@example.org,2022-07-21,French Southern Territories,Regular,3509.43
9922,Rachel,Garcia,jesse74@example.org,2024-02-06,Liechtenstein,Premium,2328.09
7371,Ebony,Garcia,iblankenship@example.com,2023-12-06,Antigua and Barbuda,Regular,5307.42
3982,Billy,Macdonald,williamshelen@example.net,2023-10-10,Vanuatu,Premium,5960.38
1192,Jennifer,Henderson,wrightbarbara@example.org,2022-11-05,Mauritania,Premium,9067.07
5374,Michael,Vaughan,michelle91@example.com,2022-03-24,Bulgaria,Premium,5176.87
5822,Lisa,Snyder,jonesjames@example.com,2022-06-10,Ireland,Premium,2789.83
7490,Heather,Williams,kimberlyschultz@example.org,2025-01-09,Dominican Republic,VIP,9588.9
5248,Thomas,Anderson,wedwards@example.com,2022-05-23,Liberia,Regular,9735.09
5302,Julie,Wilson,daniel23@example.org,2023-08-08,India,Regular,6901.18
3381,Jared,Guzman,dzavala@example.org,2023-06-07,Egypt,VIP,8823.22
9828,Lee,Brown,dwolf@example.org,2025-03-09,Norfolk Island,VIP,2451.52
6706,Jon,Doyle,tandrews@example.org,2022-08-05,Korea,Premium,5387.4
8190,Ashley,Fuller,hayden31@example.org,2023-01-04,Ukraine,Premium,2976.76
6061,April,Shannon,fwilliams@example.org,2022-12-12,Egypt,Premium,8862.51
1845,Debra,Wilkins,kelly46@example.com,2023-03-28,Nepal,Premium,8212.46
2278,Toni,Dixon,andrewcarlson@example.org,2024-06-15,Cyprus,Premium,1286.83
1043,Barbara,Howard,rhonda85@example.com,2023-09-14,Benin,Regular,1538.24
8794,Kristopher,Johnson,haleadam@example.com,2023-01-07,French Southern Territories,Regular,4211.17
7930,Kelly,Parker,briggsmatthew@example.com,2024-12-21,Sweden,VIP,238.75
9176,Chad,Blanchard,debrashah@example.org,2022-10-27,Costa Rica,Regular,2005.27
2121,Brandon,Lawrence,moodyanthony@example.org,2025-03-15,Gibraltar,Regular,9851.28
2532,Chad,Gill,freyjohn@example.com,2022-09-13,Tanzania,VIP,3286.48
2557,Richard,Hester,jeffreysilva@example.org,2023-05-14,Zimbabwe,Premium,2158.2
3762,Daniel,Henderson,davisnoah@example.net,2022-11-07,Tuvalu,Regular,9708.9
9136,Megan,Cross,jasonsanchez@example.net,2022-08-31,Antarctica (the territory South of 60 deg S),Regular,9156.38
9853,Elizabeth,Ayala,pjohnson@example.net,2024-11-05,Andorra,Premium,9353.96
2180,Kyle,Dennis,langcatherine@example.net,2023-04-21,Central African Republic,Premium,9205.17
4225,Patrick,Price,luis46@example.net,2024-05-21,Saudi Arabia,Premium,8741.93
2095,Ashley,Parker,mercadobonnie@example.com,2024-05-27,Cayman Islands,Premium,7787.57
2033,Joshua,Wagner,veronicasmith@example.com,2024-10-02,Italy,Regular,2871.01
5595,Mark,Brown,vthomas@example.com,2024-08-06,Zimbabwe,Regular,2700.61
5526,Deanna,Kramer,richard98@example.org,2024-06-24,Azerbaijan,Regular,5937.49
3811,Martin,Gonzalez,mlarson@example.com,2024-01-03,Nauru,Premium,7356.95
5873,Mary,Lee,megan18@example.net,2022-07-21,Liberia,Premium,8671.54
8829,Joseph,Jimenez,daniel74@example.net,2022-10-05,Isle of Man,Regular,1288.26
4026,Carrie,Brown,erin59@example.net,2024-10-25,South Africa,Premium,3841.63
8435,Daniel,Brooks,dixontyler@example.net,2022-03-26,New Caledonia,Premium,9900.77
2385,Kenneth,Miller,derrickjohnson@example.com,2025-02-21,Iceland,VIP,9183.47
6530,Levi,White,rogersjill@example.com,2022-10-25,Montenegro,VIP,6262.99
7787,Sherri,Smith,nicole49@example.com,2023-08-08,Norfolk Island,Regular,9413.38
9202,Dawn,Vasquez,ryan01@example.com,2024-05-25,Ecuador,VIP,3169.2
8567,Rachel,Hughes,michael10@example.com,2024-11-23,Iran,Regular,8671.52
6882,Marcus,Alvarado,manuelharris@example.net,2023-08-07,Palestinian Territory,VIP,8632.95
6086,Walter,Wright,pmcdaniel@example.net,2024-12-20,Slovakia (Slovak Republic),Regular,2614.84
5884,Maria,Brown,martinjustin@example.com,2023-04-03,Heard Island and McDonald Islands,VIP,2720.26
6982,Holly,Wright,hailey56@example.org,2024-04-04,Madagascar,VIP,5917.01
4667,Karen,Pace,ifitzgerald@example.com,2025-03-11,Libyan Arab Jamahiriya,VIP,5157.07
7852,Kenneth,Harmon,gonzalessheryl@example.net,2025-01-21,Falkland Islands (Malvinas),Regular,9402.55
7430,Jennifer,Curtis,jennifergonzalez@example.net,2024-08-12,Finland,VIP,927.27
7467,Stephanie,Kelly,vegacurtis@example.org,2025-03-18,Guinea-Bissau,VIP,7687.85
3339,Ryan,Holden,lanejacob@example.com,2023-04-08,Bhutan,Premium,4377.43
2389,Katie,Bell,meganbrown@example.com,2024-04-29,Slovenia,Regular,1217.02
7558,Michael,Lara,gpratt@example.net,2023-05-31,Colombia,Premium,5423.05
1866,Sandra,Arnold,tonycole@example.org,2024-09-05,Liechtenstein,VIP,9635.57
5917,Gary,Rosario,millerebony@example.org,2022-10-30,Guyana,Premium,9103.63
4927,Vanessa,Haynes,tdawson@example.net,2023-05-04,Netherlands,Premium,4759.61
4194,William,Lucero,amanda96@example.org,2022-08-01,Monaco,Premium,241.25
7968,Crystal,Jones,ksanchez@example.net,2024-09-13,Montserrat,Premium,3260.81
7929,Margaret,Johnson,anitasmith@example.net,2022-04-24,Grenada,VIP,1377.51
3169,Mackenzie,Carter,markwhite@example.org,2023-04-28,Slovakia (Slovak Republic),VIP,3100.04
8489,Thomas,Nguyen,pam02@example.net,2022-09-21,Georgia,Premium,3536.72
5382,Anne,Russell,nicholas84@example.com,2024-03-02,Sri Lanka,Premium,2170.09
3095,Krista,Salas,nelsondavid@example.com,2022-07-30,Netherlands Antilles,Premium,6980.75
6272,Sandra,Mendez,andrew61@example.net,2024-11-24,Saint Martin,VIP,4481.64
7002,Mark,Cruz,lmartin@example.com,2022-08-24,Ghana,Regular,4726.41
3679,Dylan,Gonzalez,benjaminmarquez@example.org,2024-06-26,Malaysia,Premium,9304.38
1218,Renee,Mann,thompsonapril@example.org,2024-12-11,Cyprus,Regular,4693.49
6979,Rhonda,Charles,paula28@example.org,2022-04-02,South Africa,Regular,6137.79
2612,Colton,Hall,brianhill@example.org,2023-06-20,Jordan,Regular,5460.2
7966,Jasmine,Martinez,kleinangela@example.org,2023-03-31,Armenia,Premium,3109.82
2027,Kyle,Mooney,michellemiller@example.org,2023-01-22,North Macedonia,Premium,3180.97
9346,Matthew,Fisher,thomasriley@example.net,2022-10-17,Uganda,Premium,8546.23
1227,Darrell,Taylor,thomasjohn@example.net,2022-04-04,Peru,Premium,9530.14
1775,Sabrina,Douglas,william61@example.com,2024-12-07,Sao Tome and Principe,Regular,774.69
8882,Jose,Ross,qwilson@example.org,2022-08-24,Israel,Regular,3836.6
6033,James,Oconnell,kenneth99@example.net,2022-10-07,Israel,Premium,8765.62
3951,Christopher,Weeks,henry95@example.com,2022-06-27,Gibraltar,Regular,352.34
8902,Juan,Rivera,sprice@example.com,2022-06-30,Lao People's Democratic Republic,Premium,950.34
3234,Trevor,Webb,nicholasortiz@example.net,2024-12-31,Luxembourg,Premium,6337.98
1205,Shannon,Thompson,hunterallison@example.org,2025-03-03,Italy,Regular,9674.98
9135,Jeffrey,Martin,olambert@example.com,2024-07-25,Bosnia and Herzegovina,Premium,2806.3
3335,Michelle,Hopkins,qjimenez@example.net,2024-06-26,New Zealand,Premium,1799.3
4324,Hailey,Hill,amber64@example.com,2023-10-24,Australia,Regular,8126.51
7494,Christopher,Ingram,rebecca21@example.com,2023-09-01,Kyrgyz Republic,VIP,7949.58
2517,Francis,Richardson,mark80@example.org,2023-07-08,Libyan Arab Jamahiriya,VIP,9016.78
3808,Chris,Dunn,randybryant@example.com,2023-04-23,Luxembourg,Premium,7353.7
5472,April,Ramos,hatfielddustin@example.org,2023-02-16,Afghanistan,Regular,1734.34
3607,Hector,Johns,bgonzalez@example.net,2023-06-14,Norfolk Island,Regular,7453.17
4954,David,Carpenter,ogillespie@example.com,2025-01-21,Martinique,Regular,3447.29
6475,Jesus,Hawkins,lindarobinson@example.org,2025-02-24,Syrian Arab Republic,VIP,6637.11
1304,Shelley,Boyd,martinjackson@example.com,2022-05-02,Central African Republic,VIP,8796.85
5791,Jessica,Martinez,lbailey@example.org,2024-06-08,Congo,Premium,5055.98
2763,Susan,Mcintosh,bjohnson@example.org,2024-08-16,Haiti,VIP,1309.7
1376,Sean,Miller,billy00@example.net,2023-01-15,Nepal,Premium,1950.79
7506,Diane,Clark,robertsmichael@example.com,2022-12-30,New Zealand,Premium,8359.55
1678,Cynthia,Johnson,tiffanymiller@example.net,2022-09-02,Korea,Regular,2569.44
9210,Paul,Kent,charlesnorris@example.net,2024-04-21,Australia,VIP,9197.28
5735,Donna,Wilcox,prattchristopher@example.net,2024-03-18,Montenegro,Premium,1186.41
5660,Ryan,Hudson,brownkevin@example.net,2022-07-04,Heard Island and McDonald Islands,Premium,9369.68
9682,Adam,Payne,ufleming@example.net,2024-07-10,Philippines,Regular,1851.82
2580,Dawn,Lucas,rodrigueztammie@example.net,2024-09-24,Bulgaria,Premium,7439.91
6906,Lindsay,Randolph,richardvalenzuela@example.org,2024-11-16,Philippines,Regular,6189.68
9455,Janet,Williams,lindsay83@example.com,2023-01-30,Netherlands Antilles,Regular,1723.87
3956,Thomas,Perry,sarah33@example.net,2022-11-12,Philippines,Premium,6575.73
4167,Greg,Jimenez,jordanandrea@example.org,2023-05-20,Ghana,VIP,7424.55
1110,Christopher,Acosta,markpage@example.org,2024-05-15,Tonga,Premium,468.68
5171,Patricia,Oliver,xdavis@example.com,2022-04-02,New Caledonia,VIP,2940.95
3427,Albert,Garcia,ellen48@example.com,2023-09-09,United Arab Emirates,VIP,9866.67
4855,Mark,Reid,vnorris@example.net,2023-12-30,Lithuania,Premium,555.53
3662,Austin,Reynolds,ljohnson@example.net,2022-11-11,Solomon Islands,Regular,769.95
7746,Cindy,Morgan,sarahwilliams@example.org,2022-08-19,United States Minor Outlying Islands,VIP,7248.0
7696,Karen,Joseph,jrasmussen@example.net,2024-06-29,Libyan Arab Jamahiriya,Regular,4650.4
1031,Teresa,Morales,odonnelljennifer@example.net,2023-06-07,Togo,Premium,6654.27
1261,Lawrence,Lee,elizabeth17@example.com,2024-01-28,Malawi,VIP,6279.24
2250,Jonathan,Henderson,marshallmegan@example.net,2023-06-23,Korea,Regular,7233.54
9569,Sandra,Santos,osbornefrank@example.org,2025-03-08,Micronesia,Premium,5079.03
9669,Patricia,Orozco,katie23@example.org,2025-01-16,Estonia,VIP,5306.33
4808,Jennifer,Christian,josewilliams@example.org,2024-03-16,Bahamas,Regular,852.6
1627,Patricia,Evans,hcervantes@example.com,2024-08-22,Bulgaria,Regular,1173.56
9677,Jessica,Mahoney,pjohnson@example.org,2025-01-17,Austria,Regular,6853.85
6658,Karen,Medina,tammy36@example.org,2023-02-18,Western Sahara,VIP,1144.03
6149,Nicholas,Marsh,jonesvirginia@example.com,2025-03-17,Montserrat,VIP,4335.55
9264,John,Moses,morrisjamie@example.org,2022-05-03,Montenegro,Premium,3989.56
2484,Scott,Long,samanthamorris@example.com,2022-08-12,Papua New Guinea,VIP,6597.47
5349,Jaime,Mercer,huynhcynthia@example.com,2023-01-29,Samoa,Premium,8010.53
6938,Leah,Jones,alexandra94@example.net,2023-03-24,Uzbekistan,VIP,5148.17
9277,Austin,Thomas,lisa61@example.com,2022-09-09,Malaysia,VIP,9963.92
8222,Carlos,Thompson,pattersonstephanie@example.org,2022-08-06,Vanuatu,VIP,1925.69
6585,Alison,Gonzalez,brightpamela@example.com,2022-09-23,Nepal,Regular,6398.24
7055,Thomas,Humphrey,kevinmorton@example.net,2024-06-26,Turks and Caicos Islands,VIP,1469.62
6892,Robin,Price,farmersergio@example.com,2023-10-22,Saint Lucia,VIP,2986.52
3496,Katie,Green,campbelllinda@example.org,2024-06-18,Guadeloupe,Regular,456.44
8784,Christopher,Mendoza,omckinney@example.org,2022-11-05,Christmas Island,Regular,9208.62
5142,Gabriel,Swanson,elizabeth22@example.net,2023-07-23,Korea,Premium,1105.37
6224,Micheal,Robertson,robert75@example.org,2022-07-28,Netherlands,Regular,7235.04
7578,Ashley,Davis,cooperangela@example.com,2023-01-10,Greece,Regular,7575.02
9467,Miguel,Evans,scummings@example.com,2024-11-13,French Southern Territories,Regular,6181.95
9079,Russell,Hanson,jessica17@example.com,2023-04-28,Gabon,Regular,7153.96
7785,Ethan,Johnson,weaverariana@example.org,2024-07-01,Dominica,Premium,7502.4
4361,Brianna,Martin,melinda80@example.org,2025-03-19,Spain,Regular,2464.36
5791,Robert,Stein,bakerpaul@example.com,2023-11-27,Moldova,Premium,7329.56
7743,Jennifer,Smith,williamsonconnie@example.org,2024-08-28,Oman,VIP,8221.04
4972,Mckenzie,Williams,hillemma@example.org,2023-06-05,Greece,Regular,4198.36
5002,Brenda,Taylor,karenglenn@example.com,2023-04-07,Tokelau,VIP,5923.28
1185,Erika,Wise,samantha66@example.net,2023-05-17,Uganda,Premium,3800.25
9266,Charles,Mendez,abarry@example.net,2023-08-20,Cocos (Keeling) Islands,Premium,3380.49
1711,Antonio,Dominguez,xkrueger@example.org,2023-09-18,Monaco,VIP,8713.1
7319,Jessica,Woodard,miguel96@example.org,2025-01-10,Saint Pierre and Miquelon,Regular,8852.86
1732,Patty,Barnes,watersrobin@example.net,2022-08-10,Bangladesh,VIP,1042.13
4860,Monica,Hamilton,mwilliams@example.net,2025-01-28,Nigeria,VIP,6769.44
9272,Cheyenne,Bautista,kimberlytaylor@example.com,2022-11-22,Saint Martin,Premium,3668.7
5662,Randall,Collins,xkerr@example.com,2022-10-03,Haiti,Premium,4802.76
5762,Stephanie,Boyd,scottdawn@example.org,2024-12-28,Germany,Regular,4389.33
9704,Amy,Kim,ivelez@example.com,2023-05-16,Zambia,VIP,302.06
5698,Stephanie,Kemp,robert16@example.org,2024-10-07,British Virgin Islands,VIP,7709.69
9565,Meagan,Bartlett,kaitlynbell@example.com,2022-09-11,Albania,Premium,776.68
6187,William,Gentry,kristen50@example.com,2023-07-31,Denmark,VIP,2931.77
1481,Lucas,Collier,rcollins@example.com,2022-09-08,Tonga,Regular,8180.71
7153,John,Page,tsalas@example.com,2024-05-27,Guatemala,Premium,3026.12
7446,Terri,Anderson,davidsondiana@example.net,2024-09-13,French Southern Territories,Premium,2718.66
1753,Rachel,Landry,lisa35@example.com,2022-08-02,Northern Mariana Islands,Premium,6049.54
